station_id,station_name,chain,address,city,region,country,fuel_type,price_eur_l,last_updated
LT0031,Circle K Jurbarkas,Circle K,Ateities pr. 71,Jurbarkas,Tauragės apskritis,Lithuania,Dyzelinas,1.527,2024-07-15 22:09
LT0189,Orlen Kaunas,Orlen,Respublikos g. 146,Kaunas,Kauno apskritis,Lithuania,Benzinas 98,1.763,2024-06-10 12:44
LT0166,Lukoil Plungė,Lukoil,Konstitucijos pl. 107,Plungė,Telšių apskritis,Lithuania,Benzinas 95,1.698,2024-08-15 15:10
LT0301,Lietuva Palanga,Lietuva,Savanorių pl. 100,Palanga,Klaipėdos apskritis,Lithuania,LPG,0.755,2024-04-11 11:56
LT0055,Viada Alytus,Viada,Ozo al. 1,Alytus,Alytaus apskritis,Lithuania,LPG,0.777,2024-07-12 14:59
LT0108,Neste Jonava,Neste,Architektų g. 129,Jonava,Kauno apskritis,Lithuania,LPG,0.795,2024-02-11 01:41
LT0057,Viada Marijampolė,Viada,Tilžės g. 113,Marijampolė,Marijampolės apskritis,Lithuania,Dyzelinas,1.585,2024-05-15 10:39
LT0022,Circle K Plungė,Circle K,Pramonės pr. 46,Plungė,Telšių apskritis,Lithuania,Benzinas 95,1.729,2024-01-13 05:47
LT0188,Orlen Kaunas,Orlen,Saltoniškių g. 37,Kaunas,Kauno apskritis,Lithuania,LPG,0.745,2024-09-15 04:40
LT0148,Lukoil Alytus,Lukoil,Vytauto pr. 145,Alytus,Alytaus apskritis,Lithuania,Dyzelinas,1.642,2024-12-18 23:05
LT0245,Astarta Visaginas,Astarta,Geležinio Vilko pl. 150,Visaginas,Utenos apskritis,Lithuania,Benzinas 98,1.831,2024-09-30 09:56
LT0109,Neste Jonava,Neste,Panerių al. 54,Jonava,Kauno apskritis,Lithuania,LPG,0.785,2024-12-16 12:19
LT0300,Lietuva Palanga,Lietuva,Laisvės pl. 47,Palanga,Klaipėdos apskritis,Lithuania,LPG,0.676,2024-02-18 16:42
LT0003,Circle K Kaunas,Circle K,Žemaitės g. 118,Kaunas,Kauno apskritis,Lithuania,Benzinas 98,1.763,2024-11-17 19:56
LT0133,Neste Radviliškis,Neste,Algirdo pl. 137,Radviliškis,Šiaulių apskritis,Lithuania,LPG,0.759,2024-11-10 00:15
LT0041,Circle K Lazdijai,Circle K,Algirdo pl. 126,Lazdijai,Alytaus apskritis,Lithuania,LPG,0.765,2024-06-05 21:37
LT0042,Circle K Šakiai,Circle K,Saltoniškių al. 109,Šakiai,Marijampolės apskritis,Lithuania,LPG,0.774,2024-12-19 05:12
LT0065,Viada Telšiai,Viada,Gedimino pl. 95,Telšiai,Telšių apskritis,Lithuania,Benzinas 98,1.779,2024-11-22 11:06
LT0032,Circle K Jurbarkas,Circle K,Tilžės pl. 107,Jurbarkas,Tauragės apskritis,Lithuania,LPG,0.641,2024-06-29 09:48
LT0072,Viada Palanga,Viada,Tilžės pr. 17,Palanga,Klaipėdos apskritis,Lithuania,Dyzelinas,1.596,2024-08-20 16:38
LT0185,Lukoil Šakiai,Lukoil,Naugarduko pl. 58,Šakiai,Marijampolės apskritis,Lithuania,LPG,0.68,2024-09-21 01:25
LT0310,Lietuva Šilutė,Lietuva,Geležinio Vilko pl. 49,Šilutė,Klaipėdos apskritis,Lithuania,Benzinas 98,1.823,2024-04-01 17:47
LT0268,Astarta Varėna,Astarta,Ateities g. 147,Varėna,Alytaus apskritis,Lithuania,Dyzelinas,1.615,2024-12-04 09:05
LT0259,Astarta Skuodas,Astarta,Tilžės al. 33,Skuodas,Klaipėdos apskritis,Lithuania,Benzinas 95,1.691,2024-04-30 03:18
LT0194,Orlen Alytus,Orlen,Respublikos pl. 45,Alytus,Alytaus apskritis,Lithuania,Dyzelinas,1.611,2024-05-05 20:18
LT0059,Viada Mažeikiai,Viada,Gedimino pl. 43,Mažeikiai,Telšių apskritis,Lithuania,Dyzelinas,1.578,2024-05-05 16:26
LT0196,Orlen Mažeikiai,Orlen,Respublikos al. 47,Mažeikiai,Telšių apskritis,Lithuania,Benzinas 95,1.575,2024-11-01 07:01
LT0126,Neste Rokiškis,Neste,Respublikos g. 48,Rokiškis,Panevėžio apskritis,Lithuania,Benzinas 98,1.755,2024-05-13 12:15
LT0083,Viada Kupiškis,Viada,Didlaukio al. 81,Kupiškis,Panevėžio apskritis,Lithuania,Benzinas 98,1.824,2024-05-20 18:03
LT0059,Viada Mažeikiai,Viada,Gedimino pl. 43,Mažeikiai,Telšių apskritis,Lithuania,LPG,0.742,2024-04-02 05:11
LT0301,Lietuva Palanga,Lietuva,Savanorių pl. 100,Palanga,Klaipėdos apskritis,Lithuania,Benzinas 98,1.823,2024-01-22 23:59
LT0029,Circle K Rokiškis,Circle K,Naugarduko pl. 127,Rokiškis,Panevėžio apskritis,Lithuania,Benzinas 98,1.711,2024-02-24 13:14
LT0079,Viada Jurbarkas,Viada,Pramonės pl. 15,Jurbarkas,Tauragės apskritis,Lithuania,Dyzelinas,1.522,2024-09-11 23:27
LT0042,Circle K Šakiai,Circle K,Saltoniškių al. 109,Šakiai,Marijampolės apskritis,Lithuania,Benzinas 95,1.749,2024-10-08 10:22
LT0253,Astarta Palanga,Astarta,Tilžės g. 25,Palanga,Klaipėdos apskritis,Lithuania,Benzinas 95,1.6,2024-10-02 17:00
LT0284,Lietuva Mažeikiai,Lietuva,Panerių pr. 14,Mažeikiai,Telšių apskritis,Lithuania,LPG,0.766,2024-08-23 10:44
LT0028,Circle K Biržai,Circle K,Vytauto al. 24,Biržai,Panevėžio apskritis,Lithuania,Dyzelinas,1.508,2024-08-31 19:54
LT0064,Viada Telšiai,Viada,Vytauto al. 30,Telšiai,Telšių apskritis,Lithuania,Dyzelinas,1.676,2024-10-12 11:05
LT0076,Viada Rokiškis,Viada,Geležinio Vilko g. 69,Rokiškis,Panevėžio apskritis,Lithuania,Benzinas 95,1.575,2024-05-19 22:48
LT0287,Lietuva Utena,Lietuva,Algirdo pr. 122,Utena,Utenos apskritis,Lithuania,Benzinas 98,1.734,2024-11-18 16:34
LT0143,Lukoil Kaunas,Lukoil,Ateities pr. 18,Kaunas,Kauno apskritis,Lithuania,LPG,0.728,2024-01-04 17:35
LT0136,Neste Varėna,Neste,Saltoniškių g. 89,Varėna,Alytaus apskritis,Lithuania,LPG,0.737,2024-05-03 07:19
LT0234,Astarta Alytus,Astarta,Konstitucijos pr. 29,Alytus,Alytaus apskritis,Lithuania,Benzinas 98,1.785,2024-10-29 15:51
LT0115,Neste Visaginas,Neste,Naugarduko al. 122,Visaginas,Utenos apskritis,Lithuania,LPG,0.694,2024-06-21 16:53
LT0181,Lukoil Kupiškis,Lukoil,Klaipėdos al. 101,Kupiškis,Panevėžio apskritis,Lithuania,Benzinas 98,1.722,2024-12-23 13:46
LT0040,Circle K Lazdijai,Circle K,Tilžės g. 127,Lazdijai,Alytaus apskritis,Lithuania,Benzinas 95,1.723,2024-04-03 15:13
LT0164,Lukoil Ukmergė,Lukoil,Architektų g. 35,Ukmergė,Vilniaus apskritis,Lithuania,Benzinas 98,1.743,2024-12-21 04:32
LT0277,Lietuva Klaipėda,Lietuva,Vilniaus pr. 133,Klaipėda,Klaipėdos apskritis,Lithuania,Dyzelinas,1.621,2024-07-03 07:41
LT0291,Lietuva Visaginas,Lietuva,Žemaitės pl. 93,Visaginas,Utenos apskritis,Lithuania,LPG,0.775,2024-04-17 05:25
LT0168,Lukoil Kretinga,Lukoil,Ukmergės al. 90,Kretinga,Klaipėdos apskritis,Lithuania,Benzinas 98,1.889,2024-05-01 06:51
LT0108,Neste Jonava,Neste,Architektų g. 129,Jonava,Kauno apskritis,Lithuania,Dyzelinas,1.609,2024-10-15 01:52
LT0093,Neste Vilnius,Neste,Tilžės pr. 36,Vilnius,Vilniaus apskritis,Lithuania,Dyzelinas,1.611,2024-02-10 00:16
LT0053,Viada Panevėžys,Viada,Architektų pr. 41,Panevėžys,Panevėžio apskritis,Lithuania,Benzinas 95,1.626,2024-01-08 17:26
LT0218,Orlen Jurbarkas,Orlen,Pramonės al. 79,Jurbarkas,Tauragės apskritis,Lithuania,Dyzelinas,1.545,2024-08-26 09:43
LT0300,Lietuva Palanga,Lietuva,Laisvės pl. 47,Palanga,Klaipėdos apskritis,Lithuania,Benzinas 95,1.605,2024-05-08 12:53
LT0236,Astarta Marijampolė,Astarta,Ozo g. 111,Marijampolė,Marijampolės apskritis,Lithuania,Benzinas 98,1.829,2024-11-24 12:09
LT0097,Neste Klaipėda,Neste,Dariaus ir Girėno al. 45,Klaipėda,Klaipėdos apskritis,Lithuania,Benzinas 98,1.796,2024-04-03 04:04
LT0025,Circle K Palanga,Circle K,Respublikos pr. 66,Palanga,Klaipėdos apskritis,Lithuania,Benzinas 98,1.877,2024-10-02 21:46
LT0310,Lietuva Šilutė,Lietuva,Geležinio Vilko pl. 49,Šilutė,Klaipėdos apskritis,Lithuania,Dyzelinas,1.6,2024-02-24 20:36
LT0292,Lietuva Visaginas,Lietuva,Gedimino g. 17,Visaginas,Utenos apskritis,Lithuania,Dyzelinas,1.679,2024-02-23 08:39
LT0290,Lietuva Telšiai,Lietuva,Ukmergės pr. 43,Telšiai,Telšių apskritis,Lithuania,LPG,0.758,2024-12-29 08:38
LT0190,Orlen Klaipėda,Orlen,Klaipėdos g. 43,Klaipėda,Klaipėdos apskritis,Lithuania,Dyzelinas,1.583,2024-03-02 02:10
LT0216,Orlen Skuodas,Orlen,Ateities g. 8,Skuodas,Klaipėdos apskritis,Lithuania,Benzinas 95,1.614,2024-09-07 19:28
LT0011,Circle K Mažeikiai,Circle K,Ukmergės pl. 31,Mažeikiai,Telšių apskritis,Lithuania,Benzinas 98,1.816,2024-04-27 18:14
LT0017,Circle K Visaginas,Circle K,Savanorių al. 62,Visaginas,Utenos apskritis,Lithuania,Benzinas 98,1.764,2024-06-10 02:00
LT0021,Circle K Ukmergė,Circle K,Kauno al. 150,Ukmergė,Vilniaus apskritis,Lithuania,Dyzelinas,1.623,2024-12-07 03:22
LT0313,Lietuva Kupiškis,Lietuva,Vytauto g. 77,Kupiškis,Panevėžio apskritis,Lithuania,Benzinas 95,1.747,2024-04-19 10:01
LT0173,Lukoil Rokiškis,Lukoil,Ateities pl. 5,Rokiškis,Panevėžio apskritis,Lithuania,LPG,0.797,2024-05-20 02:41
LT0043,Circle K Šakiai,Circle K,Savanorių pl. 71,Šakiai,Marijampolės apskritis,Lithuania,Dyzelinas,1.565,2024-06-03 00:45
LT0263,Astarta Šilutė,Astarta,Klaipėdos pl. 129,Šilutė,Klaipėdos apskritis,Lithuania,Benzinas 98,1.712,2024-05-02 19:43
LT0130,Neste Jurbarkas,Neste,Ozo pl. 15,Jurbarkas,Tauragės apskritis,Lithuania,Benzinas 98,1.812,2024-10-13 14:43
LT0302,Lietuva Druskininkai,Lietuva,Didlaukio pr. 29,Druskininkai,Alytaus apskritis,Lithuania,LPG,0.745,2024-12-19 15:44
LT0210,Orlen Palanga,Orlen,Savanorių pr. 11,Palanga,Klaipėdos apskritis,Lithuania,Dyzelinas,1.607,2024-06-12 23:58
LT0036,Circle K Kupiškis,Circle K,Didlaukio g. 145,Kupiškis,Panevėžio apskritis,Lithuania,Benzinas 98,1.848,2024-03-26 19:38
LT0103,Neste Alytus,Neste,Geležinio Vilko g. 68,Alytus,Alytaus apskritis,Lithuania,Benzinas 98,1.889,2024-05-26 22:58
LT0303,Lietuva Biržai,Lietuva,Dariaus ir Girėno g. 64,Biržai,Panevėžio apskritis,Lithuania,Dyzelinas,1.564,2024-03-19 22:34
LT0060,Viada Jonava,Viada,Architektų pl. 62,Jonava,Kauno apskritis,Lithuania,LPG,0.738,2024-02-07 14:22
LT0191,Orlen Šiauliai,Orlen,Savanorių al. 38,Šiauliai,Šiaulių apskritis,Lithuania,Benzinas 98,1.802,2024-12-12 09:16
LT0093,Neste Vilnius,Neste,Tilžės pr. 36,Vilnius,Vilniaus apskritis,Lithuania,LPG,0.679,2024-03-17 17:46
LT0066,Viada Visaginas,Viada,Ateities g. 119,Visaginas,Utenos apskritis,Lithuania,LPG,0.8,2024-03-10 12:29
LT0238,Astarta Mažeikiai,Astarta,Laisvės pl. 115,Mažeikiai,Telšių apskritis,Lithuania,LPG,0.749,2024-11-12 20:19
LT0279,Lietuva Šiauliai,Lietuva,Ukmergės pl. 148,Šiauliai,Šiaulių apskritis,Lithuania,LPG,0.798,2024-10-21 08:44
LT0129,Neste Jurbarkas,Neste,Laisvės g. 16,Jurbarkas,Tauragės apskritis,Lithuania,Dyzelinas,1.594,2024-02-29 21:13
LT0154,Lukoil Utena,Lukoil,Tilžės pl. 85,Utena,Utenos apskritis,Lithuania,Benzinas 98,1.735,2024-06-13 19:44
LT0299,Lietuva Kretinga,Lietuva,Pramonės g. 39,Kretinga,Klaipėdos apskritis,Lithuania,Benzinas 95,1.573,2024-04-21 10:26
LT0016,Circle K Telšiai,Circle K,Studentų g. 18,Telšiai,Telšių apskritis,Lithuania,Benzinas 98,1.879,2024-10-18 07:37
LT0140,Lukoil Vilnius,Lukoil,Ukmergės g. 121,Vilnius,Vilniaus apskritis,Lithuania,LPG,0.74,2024-10-26 18:46
LT0211,Orlen Druskininkai,Orlen,Geležinio Vilko al. 71,Druskininkai,Alytaus apskritis,Lithuania,Benzinas 95,1.664,2024-01-07 22:39
LT0208,Orlen Kretinga,Orlen,Žemaitės g. 39,Kretinga,Klaipėdos apskritis,Lithuania,Benzinas 95,1.705,2024-12-07 03:05
LT0233,Astarta Panevėžys,Astarta,Didlaukio pr. 85,Panevėžys,Panevėžio apskritis,Lithuania,Benzinas 95,1.634,2024-08-12 19:17
LT0247,Astarta Tauragė,Astarta,Algirdo pl. 61,Tauragė,Tauragės apskritis,Lithuania,LPG,0.65,2024-05-08 06:39
LT0144,Lukoil Klaipėda,Lukoil,Vilniaus g. 136,Klaipėda,Klaipėdos apskritis,Lithuania,Dyzelinas,1.645,2024-04-01 03:58
LT0025,Circle K Palanga,Circle K,Respublikos pr. 66,Palanga,Klaipėdos apskritis,Lithuania,Dyzelinas,1.669,2024-12-09 06:23
LT0033,Circle K Šilutė,Circle K,Konstitucijos pr. 125,Šilutė,Klaipėdos apskritis,Lithuania,Benzinas 95,1.609,2024-08-11 15:01
LT0037,Circle K Kupiškis,Circle K,Didlaukio pl. 102,Kupiškis,Panevėžio apskritis,Lithuania,Benzinas 98,1.834,2024-11-17 07:06
LT0308,Lietuva Jurbarkas,Lietuva,Didlaukio pl. 135,Jurbarkas,Tauragės apskritis,Lithuania,LPG,0.807,2024-02-10 14:51
LT0186,Lukoil Zarasai,Lukoil,Ukmergės al. 80,Zarasai,Utenos apskritis,Lithuania,Benzinas 95,1.629,2024-10-10 14:00
LT0169,Lukoil Palanga,Lukoil,Savanorių pr. 16,Palanga,Klaipėdos apskritis,Lithuania,Benzinas 95,1.673,2024-09-29 08:38
LT0280,Lietuva Panevėžys,Lietuva,Respublikos pl. 63,Panevėžys,Panevėžio apskritis,Lithuania,Benzinas 95,1.706,2024-08-22 21:29
LT0068,Viada Tauragė,Viada,Dariaus ir Girėno al. 16,Tauragė,Tauragės apskritis,Lithuania,Benzinas 95,1.642,2024-04-07 03:54
LT0138,Neste Šakiai,Neste,Kauno al. 97,Šakiai,Marijampolės apskritis,Lithuania,Dyzelinas,1.601,2024-09-02 06:55
LT0130,Neste Jurbarkas,Neste,Ozo pl. 15,Jurbarkas,Tauragės apskritis,Lithuania,Benzinas 95,1.652,2024-09-19 13:29
LT0105,Neste Marijampolė,Neste,Klaipėdos pr. 127,Marijampolė,Marijampolės apskritis,Lithuania,Benzinas 95,1.575,2024-10-10 18:23
LT0009,Circle K Marijampolė,Circle K,Dariaus ir Girėno pr. 139,Marijampolė,Marijampolės apskritis,Lithuania,Dyzelinas,1.565,2024-06-06 07:03
LT0273,Astarta Zarasai,Astarta,Gedimino g. 97,Zarasai,Utenos apskritis,Lithuania,Dyzelinas,1.605,2024-05-13 17:27
LT0305,Lietuva Rokiškis,Lietuva,Panerių pr. 140,Rokiškis,Panevėžio apskritis,Lithuania,Dyzelinas,1.596,2024-08-18 09:52
LT0171,Lukoil Druskininkai,Lukoil,Ateities g. 104,Druskininkai,Alytaus apskritis,Lithuania,Benzinas 98,1.868,2024-08-20 15:20
LT0041,Circle K Lazdijai,Circle K,Algirdo pl. 126,Lazdijai,Alytaus apskritis,Lithuania,Benzinas 95,1.67,2024-05-03 22:30
LT0254,Astarta Druskininkai,Astarta,Ateities g. 40,Druskininkai,Alytaus apskritis,Lithuania,LPG,0.71,2024-11-18 12:27
LT0044,Circle K Zarasai,Circle K,Naugarduko pr. 126,Zarasai,Utenos apskritis,Lithuania,Benzinas 95,1.588,2024-01-07 18:18
LT0067,Viada Tauragė,Viada,Didlaukio pl. 40,Tauragė,Tauragės apskritis,Lithuania,Dyzelinas,1.624,2024-04-21 14:28
LT0150,Lukoil Marijampolė,Lukoil,Didlaukio pl. 22,Marijampolė,Marijampolės apskritis,Lithuania,Benzinas 98,1.723,2024-05-17 04:24
LT0306,Lietuva Skuodas,Lietuva,Algirdo pr. 5,Skuodas,Klaipėdos apskritis,Lithuania,Benzinas 95,1.682,2024-07-05 19:15
LT0060,Viada Jonava,Viada,Architektų pl. 62,Jonava,Kauno apskritis,Lithuania,Benzinas 95,1.66,2024-10-25 04:14
LT0192,Orlen Panevėžys,Orlen,Gedimino pl. 27,Panevėžys,Panevėžio apskritis,Lithuania,Benzinas 95,1.715,2024-03-12 03:00
LT0214,Orlen Rokiškis,Orlen,Tilžės al. 107,Rokiškis,Panevėžio apskritis,Lithuania,Benzinas 95,1.679,2024-02-15 06:28
LT0272,Astarta Zarasai,Astarta,Dariaus ir Girėno g. 109,Zarasai,Utenos apskritis,Lithuania,LPG,0.768,2024-01-04 18:33
LT0304,Lietuva Rokiškis,Lietuva,Geležinio Vilko al. 113,Rokiškis,Panevėžio apskritis,Lithuania,Benzinas 98,1.774,2024-03-09 08:57
LT0285,Lietuva Jonava,Lietuva,Vilniaus pr. 98,Jonava,Kauno apskritis,Lithuania,LPG,0.706,2024-09-12 13:13
LT0043,Circle K Šakiai,Circle K,Savanorių pl. 71,Šakiai,Marijampolės apskritis,Lithuania,LPG,0.736,2024-05-20 01:03
LT0200,Orlen Utena,Orlen,Dariaus ir Girėno pl. 26,Utena,Utenos apskritis,Lithuania,Benzinas 95,1.631,2024-06-14 04:10
LT0258,Astarta Rokiškis,Astarta,Studentų pr. 65,Rokiškis,Panevėžio apskritis,Lithuania,Benzinas 98,1.812,2024-01-28 17:29
LT0294,Lietuva Ukmergė,Lietuva,Klaipėdos pr. 117,Ukmergė,Vilniaus apskritis,Lithuania,Benzinas 98,1.804,2024-11-23 17:19
LT0098,Neste Šiauliai,Neste,Ozo pl. 140,Šiauliai,Šiaulių apskritis,Lithuania,Benzinas 98,1.761,2024-01-25 20:21
LT0316,Lietuva Lazdijai,Lietuva,Ateities pl. 14,Lazdijai,Alytaus apskritis,Lithuania,LPG,0.82,2024-08-16 19:36
LT0006,Circle K Šiauliai,Circle K,Savanorių al. 55,Šiauliai,Šiaulių apskritis,Lithuania,Benzinas 98,1.736,2024-03-12 07:47
LT0242,Astarta Kėdainiai,Astarta,Saltoniškių g. 136,Kėdainiai,Kauno apskritis,Lithuania,LPG,0.758,2024-11-06 10:32
LT0171,Lukoil Druskininkai,Lukoil,Ateities g. 104,Druskininkai,Alytaus apskritis,Lithuania,Dyzelinas,1.605,2024-02-17 23:29
LT0049,Viada Klaipėda,Viada,Ozo pl. 113,Klaipėda,Klaipėdos apskritis,Lithuania,LPG,0.811,2024-12-10 08:36
LT0291,Lietuva Visaginas,Lietuva,Žemaitės pl. 93,Visaginas,Utenos apskritis,Lithuania,Benzinas 95,1.705,2024-09-23 14:26
LT0236,Astarta Marijampolė,Astarta,Ozo g. 111,Marijampolė,Marijampolės apskritis,Lithuania,Dyzelinas,1.651,2024-10-12 19:03
LT0212,Orlen Druskininkai,Orlen,Gedimino al. 138,Druskininkai,Alytaus apskritis,Lithuania,Benzinas 95,1.728,2024-07-29 08:24
LT0308,Lietuva Jurbarkas,Lietuva,Didlaukio pl. 135,Jurbarkas,Tauragės apskritis,Lithuania,Benzinas 98,1.776,2024-11-06 22:04
LT0068,Viada Tauragė,Viada,Dariaus ir Girėno al. 16,Tauragė,Tauragės apskritis,Lithuania,LPG,0.782,2024-05-04 04:50
LT0249,Astarta Ukmergė,Astarta,Geležinio Vilko al. 34,Ukmergė,Vilniaus apskritis,Lithuania,LPG,0.808,2024-11-11 21:19
LT0159,Lukoil Telšiai,Lukoil,Panerių pr. 115,Telšiai,Telšių apskritis,Lithuania,Benzinas 98,1.834,2024-03-18 11:01
LT0168,Lukoil Kretinga,Lukoil,Ukmergės al. 90,Kretinga,Klaipėdos apskritis,Lithuania,LPG,0.768,2024-11-19 13:10
LT0050,Viada Klaipėda,Viada,Kauno pr. 121,Klaipėda,Klaipėdos apskritis,Lithuania,LPG,0.714,2024-06-13 21:06
LT0183,Lukoil Lazdijai,Lukoil,Vilniaus al. 110,Lazdijai,Alytaus apskritis,Lithuania,Benzinas 95,1.619,2024-02-02 08:45
LT0190,Orlen Klaipėda,Orlen,Klaipėdos g. 43,Klaipėda,Klaipėdos apskritis,Lithuania,Benzinas 98,1.806,2024-04-16 14:19
LT0069,Viada Ukmergė,Viada,Laisvės pr. 56,Ukmergė,Vilniaus apskritis,Lithuania,Benzinas 95,1.716,2024-04-29 10:49
LT0306,Lietuva Skuodas,Lietuva,Algirdo pr. 5,Skuodas,Klaipėdos apskritis,Lithuania,Dyzelinas,1.647,2024-04-07 16:43
LT0039,Circle K Varėna,Circle K,Ateities al. 138,Varėna,Alytaus apskritis,Lithuania,Dyzelinas,1.544,2024-02-14 08:56
LT0222,Orlen Kupiškis,Orlen,Algirdo al. 144,Kupiškis,Panevėžio apskritis,Lithuania,Benzinas 98,1.77,2024-02-15 07:22
LT0052,Viada Panevėžys,Viada,Kauno pr. 133,Panevėžys,Panevėžio apskritis,Lithuania,Benzinas 95,1.635,2024-09-12 20:28
LT0233,Astarta Panevėžys,Astarta,Didlaukio pr. 85,Panevėžys,Panevėžio apskritis,Lithuania,Dyzelinas,1.562,2024-02-28 12:25
LT0162,Lukoil Tauragė,Lukoil,Vilniaus pr. 116,Tauragė,Tauragės apskritis,Lithuania,Benzinas 98,1.749,2024-05-22 22:51
LT0110,Neste Utena,Neste,Laisvės g. 41,Utena,Utenos apskritis,Lithuania,Dyzelinas,1.629,2024-06-25 12:08
LT0223,Orlen Varėna,Orlen,Ukmergės g. 121,Varėna,Alytaus apskritis,Lithuania,Benzinas 95,1.58,2024-11-20 18:37
LT0180,Lukoil Radviliškis,Lukoil,Kauno pl. 130,Radviliškis,Šiaulių apskritis,Lithuania,Dyzelinas,1.615,2024-10-02 19:09
LT0123,Neste Druskininkai,Neste,Vytauto al. 74,Druskininkai,Alytaus apskritis,Lithuania,LPG,0.711,2024-09-10 05:59
LT0131,Neste Šilutė,Neste,Konstitucijos al. 17,Šilutė,Klaipėdos apskritis,Lithuania,Benzinas 98,1.795,2024-05-26 13:11
LT0045,Circle K Zarasai,Circle K,Panerių g. 39,Zarasai,Utenos apskritis,Lithuania,Benzinas 95,1.597,2024-10-15 09:05
LT0240,Astarta Jonava,Astarta,Vilniaus al. 91,Jonava,Kauno apskritis,Lithuania,Dyzelinas,1.53,2024-03-12 22:47
LT0027,Circle K Druskininkai,Circle K,Vytauto pl. 141,Druskininkai,Alytaus apskritis,Lithuania,LPG,0.678,2024-08-30 23:10
LT0302,Lietuva Druskininkai,Lietuva,Didlaukio pr. 29,Druskininkai,Alytaus apskritis,Lithuania,Dyzelinas,1.571,2024-05-04 00:02
LT0168,Lukoil Kretinga,Lukoil,Ukmergės al. 90,Kretinga,Klaipėdos apskritis,Lithuania,Dyzelinas,1.633,2024-12-18 11:55
LT0057,Viada Marijampolė,Viada,Tilžės g. 113,Marijampolė,Marijampolės apskritis,Lithuania,Benzinas 98,1.736,2024-12-01 04:04
LT0155,Lukoil Utena,Lukoil,Ateities pl. 148,Utena,Utenos apskritis,Lithuania,Dyzelinas,1.668,2024-04-12 18:34
LT0293,Lietuva Tauragė,Lietuva,Pramonės al. 114,Tauragė,Tauragės apskritis,Lithuania,Benzinas 98,1.741,2024-01-18 21:22
LT0149,Lukoil Marijampolė,Lukoil,Pramonės g. 88,Marijampolė,Marijampolės apskritis,Lithuania,Benzinas 98,1.884,2024-06-16 00:40
LT0176,Lukoil Jurbarkas,Lukoil,Vytauto pr. 98,Jurbarkas,Tauragės apskritis,Lithuania,Benzinas 95,1.709,2024-03-09 20:43
LT0259,Astarta Skuodas,Astarta,Tilžės al. 33,Skuodas,Klaipėdos apskritis,Lithuania,Benzinas 98,1.822,2024-04-09 10:31
LT0249,Astarta Ukmergė,Astarta,Geležinio Vilko al. 34,Ukmergė,Vilniaus apskritis,Lithuania,Benzinas 98,1.794,2024-03-20 01:09
LT0077,Viada Skuodas,Viada,Laisvės pr. 97,Skuodas,Klaipėdos apskritis,Lithuania,Benzinas 95,1.646,2024-06-23 05:23
LT0019,Circle K Tauragė,Circle K,Žemaitės g. 28,Tauragė,Tauragės apskritis,Lithuania,Dyzelinas,1.614,2024-05-15 16:31
LT0264,Astarta Šilutė,Astarta,Klaipėdos pl. 92,Šilutė,Klaipėdos apskritis,Lithuania,Benzinas 95,1.577,2024-09-06 07:04
LT0307,Lietuva Skuodas,Lietuva,Vytauto al. 105,Skuodas,Klaipėdos apskritis,Lithuania,Benzinas 98,1.829,2024-01-23 04:11
LT0005,Circle K Klaipėda,Circle K,Algirdo pr. 42,Klaipėda,Klaipėdos apskritis,Lithuania,Benzinas 95,1.653,2024-05-18 20:44
LT0068,Viada Tauragė,Viada,Dariaus ir Girėno al. 16,Tauragė,Tauragės apskritis,Lithuania,Dyzelinas,1.616,2024-11-01 00:03
LT0268,Astarta Varėna,Astarta,Ateities g. 147,Varėna,Alytaus apskritis,Lithuania,Benzinas 95,1.596,2024-03-26 08:59
LT0300,Lietuva Palanga,Lietuva,Laisvės pl. 47,Palanga,Klaipėdos apskritis,Lithuania,Benzinas 98,1.712,2024-05-07 12:49
LT0172,Lukoil Biržai,Lukoil,Geležinio Vilko pl. 56,Biržai,Panevėžio apskritis,Lithuania,Benzinas 98,1.768,2024-05-25 10:35
LT0218,Orlen Jurbarkas,Orlen,Pramonės al. 79,Jurbarkas,Tauragės apskritis,Lithuania,Benzinas 98,1.786,2024-07-11 11:29
LT0194,Orlen Alytus,Orlen,Respublikos pl. 45,Alytus,Alytaus apskritis,Lithuania,Benzinas 95,1.634,2024-04-05 08:17
LT0239,Astarta Mažeikiai,Astarta,Ozo pr. 117,Mažeikiai,Telšių apskritis,Lithuania,Benzinas 98,1.75,2024-08-20 10:35
LT0058,Viada Mažeikiai,Viada,Didlaukio pl. 82,Mažeikiai,Telšių apskritis,Lithuania,Benzinas 95,1.683,2024-09-06 17:02
LT0225,Orlen Lazdijai,Orlen,Panerių pr. 126,Lazdijai,Alytaus apskritis,Lithuania,Benzinas 95,1.711,2024-02-15 04:39
LT0020,Circle K Ukmergė,Circle K,Žemaitės g. 1,Ukmergė,Vilniaus apskritis,Lithuania,Benzinas 98,1.739,2024-08-14 17:45
LT0312,Lietuva Radviliškis,Lietuva,Algirdo al. 62,Radviliškis,Šiaulių apskritis,Lithuania,LPG,0.646,2024-05-25 19:01
LT0246,Astarta Visaginas,Astarta,Kauno pr. 69,Visaginas,Utenos apskritis,Lithuania,Benzinas 98,1.755,2024-02-01 22:50
LT0117,Neste Tauragė,Neste,Panerių pr. 14,Tauragė,Tauragės apskritis,Lithuania,LPG,0.66,2024-01-10 14:20
