station_id,station_name,chain,address,city,country,fuel_type,price_eur_l
ST03501,Jet Jyvaskyla,Jet,63 Meadow Way,Jyvaskyla,Finland,LPG,0.854
ST02046,Lukoil Katowice,Lukoil,64 Highland Rd,Katowice,Poland,Diesel,1.544
ST10123,Circle K Kristiansand,Circle K,91 Central Way,Kristiansand,Norway,Diesel,1.79
ST00665,Total Palanga,Total,136 Park Pl,Palanga,Lithuania,Gasoline 98,1.757
ST09759,Eni Kolding,Eni,19 Fairview Blvd,Kolding,Denmark,LPG,0.877
ST06435,St1 Saint-Etienne,St1,3 Market Ln,Saint-Etienne,France,Gasoline 98,1.969
ST10734,Teboil Porto,Teboil,29 Windsor Ave,Porto,Portugal,Gasoline 98,1.791
ST03170,Agip Bonn,Agip,41 Central Ln,Bonn,Germany,Gasoline 95,1.819
ST07460,Jet Oviedo,Jet,37 Sunset Blvd,Oviedo,Spain,Gasoline 98,1.807
ST10634,Aral Lugano,Aral,16 Hill St,Lugano,Switzerland,Gasoline 98,2.032
ST05002,Aral Haarlemmermeer,Aral,128 Hillside Dr,Haarlemmermeer,Netherlands,Diesel,1.62
ST07893,Astarta Venice,Astarta,147 Pine Pl,Venice,Italy,Diesel,1.64
ST09774,Viada Horsens,Viada,109 Park Ave,Horsens,Denmark,Gasoline 95,1.807
ST10609,Astarta Lugano,Astarta,150 Cedar Ln,Lugano,Switzerland,Diesel,1.892
ST07925,Neste Verona,Neste,130 Sunset Ave,Verona,Italy,Gasoline 98,1.89
ST09563,Astarta Odense,Astarta,172 Fairview Ave,Odense,Denmark,Gasoline 98,2.036
ST04428,Tamoil Amsterdam,Tamoil,114 Grove Rd,Amsterdam,Netherlands,Gasoline 95,1.742
ST05456,Shell Hasselt,Shell,109 Church St,Hasselt,Belgium,Diesel,1.634
ST01447,Statoil Parnu,Statoil,64 Sunset Ave,Parnu,Estonia,Diesel,1.611
ST03329,Orlen Tampere,Orlen,152 East Pl,Tampere,Finland,LPG,0.738
ST04534,Esso Utrecht,Esso,134 East Ave,Utrecht,Netherlands,Gasoline 95,1.811
ST08537,Viada Wels,Viada,122 Cedar Ave,Wels,Austria,LPG,0.816
ST01477,Eni Kohtla-Jarve,Eni,90 Grove Pl,Kohtla-Jarve,Estonia,Diesel,1.706
ST00450,Total Telsiai,Total,140 Bridge Rd,Telsiai,Lithuania,Gasoline 98,1.779
ST06303,Neste Rennes,Neste,41 Spring St,Rennes,France,Gasoline 95,1.759
ST05542,Esso Brno,Esso,51 Maple Pl,Brno,Czech Republic,Gasoline 98,1.743
ST00837,Aral Riga,Aral,84 Central Ave,Riga,Latvia,Gasoline 98,1.802
ST02703,Astarta Dusseldorf,Astarta,100 Valley Dr,Dusseldorf,Germany,LPG,0.832
ST06163,Aral Montpellier,Aral,57 Fairview Dr,Montpellier,France,Diesel,1.748
ST04966,Circle K Haarlemmermeer,Circle K,50 Church Dr,Haarlemmermeer,Netherlands,Gasoline 95,1.8
ST02534,Eni Hamburg,Eni,55 Fairview Ln,Hamburg,Germany,Diesel,1.758
ST01729,Tamoil Warsaw,Tamoil,80 Cedar Way,Warsaw,Poland,Gasoline 98,1.774
ST05683,Agip Liberec,Agip,161 Garden Way,Liberec,Czech Republic,Gasoline 95,1.686
ST04156,Astarta Norrkoping,Astarta,154 Hill Rd,Norrkoping,Sweden,Diesel,1.655
ST01176,Astarta Ogre,Astarta,79 Main Rd,Ogre,Latvia,Gasoline 98,1.728
ST06326,Q8 Rennes,Q8,87 Arlington Ln,Rennes,France,Gasoline 98,2.028
ST10610,Astarta Lugano,Astarta,14 Spring St,Lugano,Switzerland,Diesel,1.766
ST03972,Q8 Vasteras,Q8,168 Cross Blvd,Vasteras,Sweden,Gasoline 98,1.897
ST07731,Esso Bologna,Esso,117 East Pl,Bologna,Italy,Gasoline 95,1.715
ST09480,Astarta Copenhagen,Astarta,138 Bridge Dr,Copenhagen,Denmark,Gasoline 98,1.939
ST08014,Shell Padua,Shell,153 Brookside Rd,Padua,Italy,Diesel,1.691
ST10260,Esso Sarpsborg,Esso,131 Meadow Ave,Sarpsborg,Norway,Gasoline 95,1.917
ST04726,Lukoil Breda,Lukoil,137 Clifton Blvd,Breda,Netherlands,Gasoline 95,1.792
ST05762,Circle K Hradec Kralove,Circle K,177 Maple Ave,Hradec Kralove,Czech Republic,Gasoline 95,1.584
ST03395,Circle K Oulu,Circle K,99 Forest Pl,Oulu,Finland,Gasoline 98,1.957
ST05789,Q8 Hradec Kralove,Q8,27 Hill St,Hradec Kralove,Czech Republic,Diesel,1.485
ST04778,Rimi Nijmegen,Rimi,18 Lake Rd,Nijmegen,Netherlands,LPG,0.811
ST03578,Q8 Kuopio,Q8,13 Church St,Kuopio,Finland,Gasoline 98,1.998
ST04808,Neste Enschede,Neste,145 Bridge Dr,Enschede,Netherlands,Gasoline 98,1.879
ST00638,Statoil Kretinga,Statoil,114 Hill Rd,Kretinga,Lithuania,Gasoline 95,1.665
ST00785,Teboil Rokiskis,Teboil,72 Highland Ave,Rokiskis,Lithuania,Diesel,1.544
ST08442,Total Innsbruck,Total,95 Greenfield Dr,Innsbruck,Austria,Diesel,1.614
ST05770,Orlen Hradec Kralove,Orlen,97 Hillside Pl,Hradec Kralove,Czech Republic,Gasoline 98,1.718
ST07351,Aral Vitoria,Aral,28 East St,Vitoria,Spain,Gasoline 95,1.81
ST09833,St1 Vejle,St1,97 Oak Pl,Vejle,Denmark,Gasoline 98,1.951
ST04242,Rimi Umea,Rimi,83 Church Way,Umea,Sweden,Gasoline 98,1.999
ST05750,Tamoil Ceske Budejovice,Tamoil,114 Pine Dr,Ceske Budejovice,Czech Republic,Gasoline 95,1.579
ST10231,Total Tromsoe,Total,33 Fairview Dr,Tromsoe,Norway,Diesel,1.873
ST04473,Agip Rotterdam,Agip,66 Main Pl,Rotterdam,Netherlands,Diesel,1.685
ST04469,Tamoil Rotterdam,Tamoil,132 Hill Pl,Rotterdam,Netherlands,LPG,0.856
ST04476,Circle K The Hague,Circle K,31 Clifton Blvd,The Hague,Netherlands,Gasoline 98,1.926
ST03258,Lukoil Helsinki,Lukoil,198 Grove Way,Helsinki,Finland,LPG,0.751
ST09845,Agip Vejle,Agip,61 Hillside St,Vejle,Denmark,Gasoline 98,2.071
ST01294,Viada Tallinn,Viada,79 Market Pl,Tallinn,Estonia,Diesel,1.656
ST10669,Jet Biel,Jet,160 Central Ave,Biel,Switzerland,Diesel,1.764
ST01138,Lukoil Jekabpils,Lukoil,169 Church Pl,Jekabpils,Latvia,LPG,0.678
ST10634,Aral Lugano,Aral,16 Hill St,Lugano,Switzerland,LPG,0.807
ST04833,Tamoil Enschede,Tamoil,98 Main Pl,Enschede,Netherlands,Gasoline 98,1.865
ST02887,Tamoil Bremen,Tamoil,23 Market Blvd,Bremen,Germany,Gasoline 98,1.943
ST01227,Esso Tukums,Esso,109 Cedar Dr,Tukums,Latvia,Diesel,1.545
ST04604,Neste Tilburg,Neste,134 West Pl,Tilburg,Netherlands,Gasoline 95,1.776
ST06113,Total Nantes,Total,195 Bridge Pl,Nantes,France,Diesel,1.769
ST06525,Eni Grenoble,Eni,101 East Ln,Grenoble,France,Diesel,1.698
ST05598,Tamoil Ostrava,Tamoil,129 Garden Rd,Ostrava,Czech Republic,Gasoline 98,1.757
ST08032,Aral Padua,Aral,80 North Ave,Padua,Italy,Gasoline 95,1.67
ST02266,Total Sosnowiec,Total,32 River Dr,Sosnowiec,Poland,Gasoline 98,1.688
ST00512,Neste Ukmerge,Neste,124 Riverside Ave,Ukmerge,Lithuania,Gasoline 98,1.789
ST09645,Lukoil Esbjerg,Lukoil,79 Mill Dr,Esbjerg,Denmark,Gasoline 95,1.869
ST07833,Aral Bari,Aral,21 Meadow Blvd,Bari,Italy,Gasoline 95,1.767
ST09238,Astarta Constanta,Astarta,22 Valley Ln,Constanta,Romania,Gasoline 95,1.559
ST06692,Neste Madrid,Neste,114 Valley St,Madrid,Spain,Gasoline 95,1.786
ST00967,Statoil Jelgava,Statoil,95 Hill St,Jelgava,Latvia,Gasoline 98,1.775
ST03575,Rimi Kuopio,Rimi,187 Elm Ln,Kuopio,Finland,Gasoline 98,1.899
ST01512,Teboil Viljandi,Teboil,141 Meadow Ave,Viljandi,Estonia,Gasoline 95,1.756
ST10171,Orlen Sandnes,Orlen,101 Arlington Way,Sandnes,Norway,Gasoline 98,2.064
ST10838,Viada Setubal,Viada,166 Cross Pl,Setubal,Portugal,Gasoline 95,1.81
ST03222,Orlen Mannheim,Orlen,30 East Ave,Mannheim,Germany,LPG,0.861
ST04936,BP Zaanstad,BP,162 Maple Pl,Zaanstad,Netherlands,Diesel,1.771
ST05929,Circle K Lyon,Circle K,31 Church Pl,Lyon,France,Gasoline 95,1.716
ST02624,Viada Frankfurt,Viada,49 Oak Ln,Frankfurt,Germany,Gasoline 98,1.876
ST08656,Statoil Dornbirn,Statoil,18 Pine Ave,Dornbirn,Austria,LPG,0.788
ST04185,Statoil Norrkoping,Statoil,109 Hillside Ln,Norrkoping,Sweden,Gasoline 98,2.018
ST01217,Lukoil Tukums,Lukoil,58 Oak Pl,Tukums,Latvia,Gasoline 98,1.862
ST09740,BP Kolding,BP,86 Mill Ave,Kolding,Denmark,Gasoline 98,2.014
ST09964,Neste Trondheim,Neste,18 Highland Pl,Trondheim,Norway,LPG,0.885
ST06929,Viada Murcia,Viada,170 Park Ln,Murcia,Spain,LPG,0.736
ST02645,Teboil Frankfurt,Teboil,95 Market Pl,Frankfurt,Germany,Gasoline 98,1.877
ST10826,Tamoil Amadora,Tamoil,114 Riverside Way,Amadora,Portugal,Gasoline 98,1.791
ST01377,Orlen Narva,Orlen,2 River Dr,Narva,Estonia,LPG,0.659
ST05298,Lukoil Leuven,Lukoil,127 Highland Ave,Leuven,Belgium,Diesel,1.667
ST03861,Tamoil Gothenburg,Tamoil,58 Forest Dr,Gothenburg,Sweden,LPG,0.835
ST09882,Agip Roskilde,Agip,124 Forest Ave,Roskilde,Denmark,Gasoline 95,1.827
ST00163,Neste Panevezys,Neste,34 Lakeview St,Panevezys,Lithuania,Gasoline 98,1.811
ST08315,Lukoil Graz,Lukoil,30 Clifton Pl,Graz,Austria,Diesel,1.748
ST02327,Viada Kielce,Viada,118 Meadow Pl,Kielce,Poland,Gasoline 98,1.681
ST10317,Circle K Geneva,Circle K,92 Meadow Ln,Geneva,Switzerland,Gasoline 98,2.01
ST00253,Q8 Marijampole,Q8,77 Woodland St,Marijampole,Lithuania,Diesel,1.676
ST09361,Astarta Galati,Astarta,184 View Pl,Galati,Romania,Gasoline 98,1.799
ST02085,Viada Bialystok,Viada,62 Cedar Dr,Bialystok,Poland,Gasoline 98,1.677
ST02516,Lukoil Hamburg,Lukoil,16 Cedar Way,Hamburg,Germany,Gasoline 95,1.831
ST01189,Teboil Ogre,Teboil,156 Riverside Way,Ogre,Latvia,LPG,0.816
ST03434,Neste Turku,Neste,69 Hill Ave,Turku,Finland,Gasoline 98,1.909
ST00996,Total Jurmala,Total,155 Riverside Dr,Jurmala,Latvia,Diesel,1.581
ST03582,Eni Kuopio,Eni,16 View Dr,Kuopio,Finland,LPG,0.83
ST05653,Orlen Liberec,Orlen,124 North St,Liberec,Czech Republic,Gasoline 95,1.655
ST01232,Teboil Tukums,Teboil,38 Central Dr,Tukums,Latvia,Gasoline 98,1.796
ST02090,Orlen Bialystok,Orlen,199 Valley Blvd,Bialystok,Poland,Gasoline 95,1.551
ST02619,Agip Cologne,Agip,117 Valley St,Cologne,Germany,Gasoline 98,1.947
ST09524,Astarta Aarhus,Astarta,197 Sunset Ave,Aarhus,Denmark,Diesel,1.837
ST05421,St1 Mechelen,St1,126 Oak Way,Mechelen,Belgium,Gasoline 95,1.704
ST01563,Aral Rakvere,Aral,95 Woodland Ave,Rakvere,Estonia,Gasoline 95,1.719
ST01220,Astarta Tukums,Astarta,126 Cedar Ave,Tukums,Latvia,Gasoline 95,1.722
ST00528,Esso Ukmerge,Esso,200 Forest Rd,Ukmerge,Lithuania,Gasoline 95,1.701
ST04355,Viada Sodertaije,Viada,147 Bridge St,Sodertaije,Sweden,Diesel,1.712
ST09443,Astarta Oradea,Astarta,56 View Rd,Oradea,Romania,LPG,0.694
ST08553,Esso Wels,Esso,50 West St,Wels,Austria,LPG,0.828
ST06087,Circle K Nantes,Circle K,10 Lakeview Blvd,Nantes,France,LPG,0.753
ST06105,St1 Nantes,St1,121 Garden Dr,Nantes,France,Gasoline 98,2.016
ST03907,Agip Malmo,Agip,145 Cross St,Malmo,Sweden,Diesel,1.795
ST03593,Statoil Kuopio,Statoil,30 Hillside Way,Kuopio,Finland,Gasoline 98,2.041
ST04588,Tamoil Eindhoven,Tamoil,61 Fairview Pl,Eindhoven,Netherlands,LPG,0.702
ST04958,Jet Zaanstad,Jet,55 South Pl,Zaanstad,Netherlands,LPG,0.862
ST07033,St1 Las Palmas,St1,189 Lakeview Dr,Las Palmas,Spain,Gasoline 98,1.884
ST06075,Tamoil Nice,Tamoil,105 Maple Blvd,Nice,France,Gasoline 95,1.746
ST02266,Total Sosnowiec,Total,32 River Dr,Sosnowiec,Poland,LPG,0.772
ST10065,Total Drammen,Total,30 Brookside St,Drammen,Norway,LPG,0.826
ST05480,Aral Hasselt,Aral,39 Pine St,Hasselt,Belgium,Diesel,1.598
ST04388,Aral Sodertaije,Aral,15 Park Blvd,Sodertaije,Sweden,LPG,0.854
ST07226,Eni Vigo,Eni,32 Brookside Dr,Vigo,Spain,Diesel,1.702
ST03823,Aral Stockholm,Aral,43 Cedar Dr,Stockholm,Sweden,Gasoline 98,1.901
ST07177,Astarta Valladolid,Astarta,52 North Ave,Valladolid,Spain,LPG,0.677
ST02424,Tamoil Gliwice,Tamoil,59 Grove Ln,Gliwice,Poland,Diesel,1.609
ST08582,Orlen Sankt Polten,Orlen,16 Woodland Rd,Sankt Polten,Austria,Gasoline 98,2.007
ST10678,Circle K Lisbon,Circle K,87 South St,Lisbon,Portugal,Diesel,1.594
ST07300,St1 Hospitalet,St1,64 Spring St,Hospitalet,Spain,Gasoline 98,1.979
ST05269,St1 Namur,St1,168 Fairview Ln,Namur,Belgium,Gasoline 95,1.703
ST02204,Circle K Radom,Circle K,141 Greenfield Rd,Radom,Poland,LPG,0.729
ST03609,Rimi Pori,Rimi,123 Market Pl,Pori,Finland,Diesel,1.809
ST00334,Total Jonava,Total,102 West Dr,Jonava,Lithuania,Gasoline 98,1.824
ST10789,Agip Braga,Agip,36 Clifton Ave,Braga,Portugal,Diesel,1.713
ST09999,Agip Trondheim,Agip,130 Woodland Ave,Trondheim,Norway,Gasoline 95,1.852
ST08472,BP Klagenfurt,BP,74 Garden Pl,Klagenfurt,Austria,Diesel,1.683
ST03317,Jet Espoo,Jet,179 Garden Rd,Espoo,Finland,Gasoline 98,1.968
ST00670,Jet Palanga,Jet,169 Riverside Dr,Palanga,Lithuania,Gasoline 95,1.579
ST05043,Circle K Antwerp,Circle K,123 Fairview Way,Antwerp,Belgium,Gasoline 98,1.873
ST07696,Q8 Genoa,Q8,52 Lakeview Rd,Genoa,Italy,Gasoline 95,1.768
ST08350,Orlen Linz,Orlen,45 Garden Ln,Linz,Austria,Diesel,1.612
ST05715,Tamoil Olomouc,Tamoil,159 Windsor Rd,Olomouc,Czech Republic,Gasoline 98,1.844
ST10901,Jet Coimbra,Jet,164 West Rd,Coimbra,Portugal,Diesel,1.736
ST08037,Statoil Padua,Statoil,45 Church Dr,Padua,Italy,Gasoline 98,1.822
ST09520,Orlen Aarhus,Orlen,99 Central Ave,Aarhus,Denmark,LPG,0.892
ST02956,BP Hanover,BP,117 Sunset Rd,Hanover,Germany,Gasoline 95,1.713
ST06422,Lukoil Saint-Etienne,Lukoil,166 Forest Pl,Saint-Etienne,France,LPG,0.805
ST07173,Neste Valladolid,Neste,13 Bridge Dr,Valladolid,Spain,Diesel,1.634
ST08012,Astarta Padua,Astarta,50 Lakeview Ave,Padua,Italy,Gasoline 98,1.929
ST01042,Total Ventspils,Total,156 Hill Rd,Ventspils,Latvia,Gasoline 95,1.677
ST04648,Lukoil Groningen,Lukoil,97 South Pl,Groningen,Netherlands,Diesel,1.758
ST04629,Eni Tilburg,Eni,192 Grove Pl,Tilburg,Netherlands,Gasoline 95,1.693
ST02103,St1 Bialystok,St1,11 East Way,Bialystok,Poland,Diesel,1.586
ST10945,Agip Funchal,Agip,117 Oak St,Funchal,Portugal,Gasoline 95,1.652
ST05561,Jet Brno,Jet,141 Park Blvd,Brno,Czech Republic,LPG,0.714
ST08365,Total Linz,Total,50 Market Blvd,Linz,Austria,Gasoline 95,1.715
ST04611,Astarta Tilburg,Astarta,95 Hill St,Tilburg,Netherlands,Gasoline 98,1.85
ST07897,BP Venice,BP,101 Hill Pl,Venice,Italy,Gasoline 98,1.975
ST03706,Agip Joensuu,Agip,40 Cedar Dr,Joensuu,Finland,Diesel,1.816
ST00200,Lukoil Alytus,Lukoil,183 Greenfield Ave,Alytus,Lithuania,Gasoline 98,1.847
ST08603,Eni Sankt Polten,Eni,175 Greenfield Dr,Sankt Polten,Austria,LPG,0.77
ST00026,Q8 Vilnius,Q8,19 Hillside Blvd,Vilnius,Lithuania,Gasoline 98,1.797
ST02171,Astarta Czestochowa,Astarta,77 River St,Czestochowa,Poland,Diesel,1.582
ST05473,Total Hasselt,Total,145 Pine Ln,Hasselt,Belgium,Gasoline 95,1.765
ST05725,Circle K Ceske Budejovice,Circle K,92 West St,Ceske Budejovice,Czech Republic,Gasoline 95,1.568
ST08250,St1 Modena,St1,89 Valley Blvd,Modena,Italy,Gasoline 98,1.954
ST02125,Viada Gdynia,Viada,65 Church Rd,Gdynia,Poland,LPG,0.791
ST07465,Aral Oviedo,Aral,100 Central Ave,Oviedo,Spain,LPG,0.739
ST09648,Astarta Esbjerg,Astarta,7 Riverside Blvd,Esbjerg,Denmark,Gasoline 95,1.824
ST00446,Teboil Telsiai,Teboil,187 Fairview Dr,Telsiai,Lithuania,Diesel,1.517
ST05660,Esso Liberec,Esso,149 Windsor Rd,Liberec,Czech Republic,Gasoline 95,1.708
ST10942,Aral Funchal,Aral,181 Riverside Blvd,Funchal,Portugal,Diesel,1.573
ST02653,Jet Frankfurt,Jet,41 Hill St,Frankfurt,Germany,Gasoline 98,1.888
ST10320,Lukoil Geneva,Lukoil,22 Main Ave,Geneva,Switzerland,Gasoline 95,1.922
ST01589,St1 Maardu,St1,46 Main Blvd,Maardu,Estonia,Gasoline 95,1.683
ST10541,Total Lucerne,Total,34 Oak Way,Lucerne,Switzerland,Gasoline 98,2.011
ST08580,Lukoil Sankt Polten,Lukoil,143 Bridge Ave,Sankt Polten,Austria,LPG,0.829
ST02854,Circle K Bremen,Circle K,197 Spring Way,Bremen,Germany,LPG,0.733
ST05064,Rimi Antwerp,Rimi,5 Riverside Ln,Antwerp,Belgium,LPG,0.699
ST05321,Tamoil Leuven,Tamoil,103 Church Ln,Leuven,Belgium,Gasoline 98,1.824
ST01711,Shell Warsaw,Shell,6 Hill Ave,Warsaw,Poland,Diesel,1.598
ST10539,Q8 Lucerne,Q8,112 Windsor Way,Lucerne,Switzerland,Gasoline 98,2.058
ST06578,Lukoil Angers,Lukoil,183 Brookside Dr,Angers,France,Diesel,1.779
ST07969,Orlen Messina,Orlen,102 Station Ave,Messina,Italy,Diesel,1.671
ST05373,Astarta Aalst,Astarta,122 Maple Way,Aalst,Belgium,Gasoline 98,1.989
ST01458,Orlen Kohtla-Jarve,Orlen,130 Greenfield Dr,Kohtla-Jarve,Estonia,Diesel,1.704
ST03325,Circle K Tampere,Circle K,26 Valley Blvd,Tampere,Finland,Diesel,1.702
ST07977,Esso Messina,Esso,153 Central Pl,Messina,Italy,Gasoline 98,1.953
ST09272,Viada Craiova,Viada,138 Garden Pl,Craiova,Romania,Gasoline 95,1.494
ST02015,Astarta Lublin,Astarta,112 North Rd,Lublin,Poland,Gasoline 98,1.712
ST02234,Eni Radom,Eni,81 Station Rd,Radom,Poland,Gasoline 98,1.821
ST09627,Eni Aalborg,Eni,138 Grove Ave,Aalborg,Denmark,Gasoline 95,1.873
ST01460,Astarta Kohtla-Jarve,Astarta,128 Woodland Ln,Kohtla-Jarve,Estonia,Gasoline 95,1.74
ST02252,Shell Sosnowiec,Shell,19 Greenfield Rd,Sosnowiec,Poland,LPG,0.69
ST01248,Statoil Tukums,Statoil,101 Sunset Dr,Tukums,Latvia,Gasoline 98,1.901
ST01202,Aral Ogre,Aral,38 Windsor Dr,Ogre,Latvia,LPG,0.774
ST01222,Astarta Tukums,Astarta,53 River Ave,Tukums,Latvia,Diesel,1.522
ST06059,Esso Nice,Esso,119 Fairview Pl,Nice,France,Gasoline 98,1.988
ST03994,Lukoil Orebro,Lukoil,137 Pine Rd,Orebro,Sweden,LPG,0.727
ST05841,Jet Pardubice,Jet,74 Bridge St,Pardubice,Czech Republic,Diesel,1.535
ST03481,Astarta Jyvaskyla,Astarta,160 Main Pl,Jyvaskyla,Finland,Gasoline 95,1.739
ST08856,Tamoil Gyor,Tamoil,129 West Ave,Gyor,Hungary,LPG,0.805
ST07498,Q8 Rome,Q8,115 Meadow Dr,Rome,Italy,Diesel,1.726
ST07552,Aral Milan,Aral,157 Park Blvd,Milan,Italy,Gasoline 98,1.994
ST06782,Astarta Valencia,Astarta,186 West St,Valencia,Spain,LPG,0.729
ST10208,Lukoil Tromsoe,Lukoil,157 Pine Dr,Tromsoe,Norway,Gasoline 95,1.862
ST08584,Shell Sankt Polten,Shell,104 Forest Way,Sankt Polten,Austria,Gasoline 98,1.933
ST10129,Lukoil Kristiansand,Lukoil,95 Bridge Rd,Kristiansand,Norway,Gasoline 98,2.104
ST09235,Orlen Constanta,Orlen,122 Maple Way,Constanta,Romania,Gasoline 95,1.575
ST09827,BP Vejle,BP,176 River Ave,Vejle,Denmark,LPG,0.828
ST09118,Orlen Cluj-Napoca,Orlen,18 Greenfield St,Cluj-Napoca,Romania,LPG,0.612
ST03529,Esso Lahti,Esso,84 Riverside Ave,Lahti,Finland,Gasoline 98,2.026
ST10133,Shell Kristiansand,Shell,141 North Pl,Kristiansand,Norway,Diesel,1.799
ST06185,Esso Strasbourg,Esso,133 Spring St,Strasbourg,France,Diesel,1.735
ST06816,Neste Seville,Neste,112 Oak Rd,Seville,Spain,LPG,0.804
ST01189,Teboil Ogre,Teboil,156 Riverside Way,Ogre,Latvia,Diesel,1.579
ST03740,Aral Lappeenranta,Aral,32 Park Ln,Lappeenranta,Finland,Gasoline 95,1.751
ST06757,Eni Barcelona,Eni,16 Park Blvd,Barcelona,Spain,Diesel,1.739
ST00668,Eni Palanga,Eni,73 West Way,Palanga,Lithuania,LPG,0.652
ST05721,Agip Olomouc,Agip,192 South Ave,Olomouc,Czech Republic,Gasoline 98,1.78
ST03477,Lukoil Jyvaskyla,Lukoil,103 Valley Pl,Jyvaskyla,Finland,Gasoline 95,1.808
ST09102,Jet Bucharest,Jet,180 Maple Rd,Bucharest,Romania,Gasoline 95,1.629
ST07434,Neste Oviedo,Neste,178 Meadow Pl,Oviedo,Spain,LPG,0.704
ST03254,Viada Helsinki,Viada,51 Valley Pl,Helsinki,Finland,Gasoline 95,1.755
ST10107,Total Fredrikstad,Total,160 Cross Ave,Fredrikstad,Norway,Gasoline 98,2.134
ST03835,Lukoil Gothenburg,Lukoil,108 Woodland Way,Gothenburg,Sweden,Gasoline 95,1.738
ST08986,Agip Szekesfehervar,Agip,85 Arlington Ave,Szekesfehervar,Hungary,Gasoline 95,1.646
ST06456,Circle K Toulon,Circle K,114 Hill Way,Toulon,France,Diesel,1.767
ST08388,BP Salzburg,BP,10 Clifton Dr,Salzburg,Austria,Diesel,1.738
ST05299,Lukoil Leuven,Lukoil,28 Woodland Dr,Leuven,Belgium,Gasoline 95,1.836
ST08934,St1 Kecskemet,St1,80 Lake St,Kecskemet,Hungary,Gasoline 95,1.596
ST03327,Neste Tampere,Neste,71 Fairview Way,Tampere,Finland,LPG,0.715
ST00122,Neste Siauliai,Neste,49 Church Way,Siauliai,Lithuania,Gasoline 95,1.612
ST08847,Rimi Gyor,Rimi,13 South Blvd,Gyor,Hungary,Gasoline 98,1.779
ST01240,Jet Tukums,Jet,62 Elm Rd,Tukums,Latvia,Gasoline 98,1.743
ST04096,Tamoil Helsingborg,Tamoil,170 Garden Rd,Helsingborg,Sweden,LPG,0.778
ST05047,Viada Antwerp,Viada,126 Windsor St,Antwerp,Belgium,Diesel,1.609
ST02401,Orlen Gliwice,Orlen,109 Arlington Blvd,Gliwice,Poland,LPG,0.717
ST05307,Esso Leuven,Esso,108 North Pl,Leuven,Belgium,LPG,0.752
ST08903,Aral Nyiregyhaza,Aral,147 Grove Pl,Nyiregyhaza,Hungary,Gasoline 98,1.715
ST00185,Eni Panevezys,Eni,152 Maple Ln,Panevezys,Lithuania,Diesel,1.581
ST08365,Total Linz,Total,50 Market Blvd,Linz,Austria,Gasoline 98,1.884
ST09822,Lukoil Vejle,Lukoil,16 Lake Dr,Vejle,Denmark,Gasoline 95,1.902
ST03199,Q8 Bielefeld,Q8,100 Spring Blvd,Bielefeld,Germany,LPG,0.778
ST09200,BP Iasi,BP,170 Bridge Blvd,Iasi,Romania,LPG,0.735
ST10678,Circle K Lisbon,Circle K,87 South St,Lisbon,Portugal,Gasoline 95,1.64
ST09793,St1 Horsens,St1,141 Forest Way,Horsens,Denmark,LPG,0.862
ST09914,Aral Oslo,Aral,63 Main Ln,Oslo,Norway,Gasoline 95,1.859
ST05871,Teboil Zlin,Teboil,83 Cross Dr,Zlin,Czech Republic,Gasoline 98,1.804
ST03860,Eni Gothenburg,Eni,184 Highland Blvd,Gothenburg,Sweden,Gasoline 98,1.986
ST09720,Aral Randers,Aral,59 Windsor St,Randers,Denmark,Diesel,1.843
ST10199,Statoil Sandnes,Statoil,78 Windsor Ln,Sandnes,Norway,Gasoline 95,1.963
ST05878,Tamoil Zlin,Tamoil,66 Riverside St,Zlin,Czech Republic,Gasoline 98,1.804
ST02793,Rimi Dortmund,Rimi,172 West Blvd,Dortmund,Germany,LPG,0.719
ST04628,Eni Tilburg,Eni,15 Park Pl,Tilburg,Netherlands,Gasoline 98,1.856
ST08102,Eni Brescia,Eni,165 Cedar Blvd,Brescia,Italy,LPG,0.756
ST00274,Viada Mazeikiai,Viada,45 Arlington Way,Mazeikiai,Lithuania,Gasoline 95,1.719
ST06234,Teboil Bordeaux,Teboil,184 Clifton Way,Bordeaux,France,Diesel,1.741
ST00458,Aral Telsiai,Aral,143 Valley Ln,Telsiai,Lithuania,Diesel,1.665
ST04905,Eni Arnhem,Eni,155 East Pl,Arnhem,Netherlands,LPG,0.761
ST06162,Aral Montpellier,Aral,180 Garden Dr,Montpellier,France,Gasoline 95,1.779
ST09181,Aral Timisoara,Aral,112 Hillside Pl,Timisoara,Romania,LPG,0.644
ST06268,BP Lille,BP,33 Meadow Ln,Lille,France,Gasoline 95,1.802
ST09500,Tamoil Copenhagen,Tamoil,71 River Pl,Copenhagen,Denmark,LPG,0.876
ST05906,Rimi Paris,Rimi,61 North St,Paris,France,LPG,0.815
ST06876,Total Zaragoza,Total,16 Lake Rd,Zaragoza,Spain,LPG,0.761
ST05123,Statoil Ghent,Statoil,105 Spring Ave,Ghent,Belgium,Diesel,1.605
ST02943,Neste Hanover,Neste,118 Forest Way,Hanover,Germany,Gasoline 98,1.954
ST06571,Statoil Dijon,Statoil,175 Spring Dr,Dijon,France,LPG,0.802
ST09723,Agip Randers,Agip,137 Arlington Blvd,Randers,Denmark,Gasoline 95,1.883
ST01037,Q8 Ventspils,Q8,95 Lake Way,Ventspils,Latvia,Diesel,1.568
ST01110,Rimi Valmiera,Rimi,128 West Dr,Valmiera,Latvia,Gasoline 95,1.655
